segment_0,segment_1,segment_2,segment_3,segment_4,segment_5,segment_6,segment_7,segment_8,segment_9,segment_10,segment_11,segment_12,segment_13,segment_14,segment_15,segment_16,segment_17,segment_18,segment_19,segment_20,segment_21,segment_22,segment_23,segment_24,segment_25,segment_26
0.00018939880120107658,0.8780562517611465,1.7356853644228558e-15,0.0006529852406656706,0.00449242159609431,0.005254038528992482,0.022911566630254697,0.029789143752655522,0.10371569902815422,0.13504429699025983,0.3724560912576812,0.47224018135800866,0.8178464796659463,0.9091725258772344,0.9712549098392502,0.9387917953504461,0.951908295251927,0.8672814742254406,0.8693707603083987,0.7426122845391638,0.7022804802674347,0.49076495572008905,0.3889731340100179,0.046528102438241,0.6543557008072272,0.5018847977373244,3.3614733019887147e-14
0.000377163092579381,0.9249430702456062,8.674414451144968e-14,0.0006885532455685395,0.005659653831798521,0.005182660433644878,0.027988597917954987,0.03022127809995355,0.12252616086117418,0.13841236319284334,0.4186653929765447,0.4818794012504478,0.856758329845266,0.9152203644770917,0.977274300105691,0.9357137163585091,0.9546333531116703,0.8587242848498632,0.8699259850624645,0.7220691665917638,0.6973918559384803,0.45146054792069185,0.3788678120643125,0.028815948447147306,0.7284314683980413,0.46390478417639547,4.4557297016511043e-05
0.00041827817124073216,0.9411746186278764,3.7150417584193364e-06,0.0007010026357982098,0.0066000282928221415,0.00526861045280206,0.03124107780341433,0.030789100488466385,0.13247162125519063,0.14076316956240784,0.4401221472597122,0.48711431947979983,0.87288006789497,0.9179451969497074,0.9797141082918065,0.9349626052559556,0.9558645038001125,0.8551675735933452,0.870117394099912,0.7121843804308391,0.695191346660241,0.4328176161279939,0.3741639395169271,0.022459489859284677,0.7591212116460235,0.44261398028715826,5.030662390859573e-05
0.9112479319527877,0.6522197842408302,0.011730896481850694,0.911914032520218,0.6537679061257164,0.2560778810376252,0.44640715852213986,0.12813830894569148,0.25614149888467963,0.059008311738581426,0.12815891005479707,0.02627612411480305,0.05892666943256622,0.01183015057857081,0.026265467467978403,0.011545189854763044,0.058568615003848884,0.02617882656098865,0.1279650336132666,0.05912306454178975,0.25612051201342584,0.12811675437156964,0.44642425383120893,0.2560870818266281,0.6537843775016914,0.012100832812980562,0.856762556703619
0.9113763655240934,0.6496081086224231,0.023127456176800235,0.9108276921075136,0.6526783053233461,0.25667017029419376,0.44551422527284823,0.12849071650939692,0.2555231177799494,0.059200922907663045,0.12778066168410895,0.02637777638227459,0.058729285478138174,0.011887558138155428,0.026228453995902633,0.011637255181230603,0.0584710423420288,0.02637465627428423,0.12775424630965845,0.059601141437416655,0.2557419478139403,0.129093530960429,0.44589115813153213,0.2577690318352133,0.6509853129911477,0.013886242415337658,0.8564279543431516
0.9114468256778553,0.5407516375653917,0.4094480161992884,0.8666623995708302,0.6067968200397933,0.2812478133172034,0.4080329546357439,0.14325653820689419,0.22984629942160462,0.0673374839567617,0.11245392915384052,0.03067363471878238,0.050349545223797115,0.014129347243660275,0.023670885875034887,0.017759081003516242,0.05357792728130445,0.03822378600037413,0.11876196799415435,0.08221894796153487,0.2406298046903087,0.17017232406115979,0.4239141547243108,0.32580343828113467,0.5378877923412404,0.08980712710948033,0.8654550120662228
0.9107504521835545,0.2832897447369211,0.896392747691975,0.7659506589056699,0.49143027728691074,0.3416417419744582,0.3141600450498596,0.18038794448850687,0.1668732383466136,0.08771748302014018,0.07609471583821606,0.04126577283238554,0.031141960504511016,0.019645517082236368,0.01761108567730102,0.033049910105997886,0.04160388913124024,0.06810087985508387,0.09623179519493075,0.13923863122499158,0.20238220452626982,0.27116881492805717,0.3685357033537877,0.48095961653415076,0.2823527345900149,0.2786071653749694,0.9145461367253093
0.9068954516473157,0.07849267913735225,0.9002723786013139,0.6829085961412744,0.35981826317040894,0.40548232800564715,0.20846274741559803,0.2227473728060968,0.10073052715470707,0.11066553097582166,0.042026443477857986,0.05240559547129778,0.015850619599924766,0.024816668002604667,0.012810866539879645,0.04913622911259502,0.030479432091187534,0.10184516416368673,0.07244888296983938,0.2044840330182972,0.1590233903387687,0.3780303985514872,0.30522397747693286,0.6088903643269277,0.07796954750217033,0.459054304706523,0.9089873210349065
0.9023512500894518,0.027573813913226497,0.9177625506665968,0.6610581974945469,0.29408222524497435,0.4329772922955871,0.15699588529863748,0.24390491837888137,0.07260564782155836,0.12182326507841876,0.030574459480252163,0.056937518494462186,0.012659195025556685,0.02624170834295124,0.011968514594751204,0.0551094095284268,0.02743778028694028,0.11720640452574314,0.06344725067847704,0.23634693911282517,0.138852827879006,0.42393198595021264,0.2738061926664954,0.6425535467508341,0.027567315522310433,0.5790564458066051,0.9135112899099137
0.8949431420113597,0.01323046661979278,0.9096821922391327,0.6547088393434548,0.2684875895069282,0.44270203618092024,0.13730610445645017,0.25214299636228005,0.0627382897641763,0.1260895659584827,0.02704127676229533,0.05843131063210582,0.01183532713893638,0.026612835210140264,0.011715576341337054,0.05698223949893402,0.02658977064827966,0.12272237571716424,0.06067485822614545,0.24842680122456917,0.13171817877030245,0.44008785995906846,0.2617733412045951,0.6523346580517178,0.013128516975568166,0.6608219692553667,0.9113363650887552
0.8908313594438941,0.01179786815319982,0.9124116422135228,0.653918609052597,0.2595556297563711,0.4454932388202855,0.1306501346766718,0.2550184787800538,0.05995713323370819,0.12753464199846617,0.026392361676468166,0.05880324776343444,0.011876751941930132,0.026635644426766865,0.01172200245735395,0.05743109730804203,0.026491063659643512,0.12455088956812602,0.060039089571829185,0.2526142597031752,0.12953550931952798,0.44470313283042195,0.2576728786847372,0.6535522695357158,0.012065966899531181,0.7253178502984724,0.9120932719322741
0.85569254414182,0.012289345586476753,0.9116482723373842,0.6536874747737471,0.2546592559514313,0.44680015041262666,0.12711362790035954,0.2565984371903459,0.058677902645027785,0.12835618326127532,0.0261376059070771,0.05899527093237436,0.011955189788840952,0.02657457420405001,0.011682547178646892,0.0578861255270899,0.02639487734044171,0.12641218017714348,0.059633324455284985,0.25580038558283336,0.1283362970467263,0.4469658777580386,0.25551392523499433,0.6539082091254491,0.011754499865145937,0.7735954876999172,0.9118491414245466
0.8049628933895192,0.012531488627525423,0.9121288691390378,0.6538302260543267,0.257014412416836,0.4461427514536999,0.12882749025645823,0.2558416051455708,0.05930620606229881,0.1280236932520068,0.026331510967497286,0.05892940050087887,0.012090721307939447,0.02647233241834546,0.011666479634972289,0.05813398493158889,0.026344820187192895,0.12720200686466612,0.05949888229723832,0.25560308106596774,0.12849057822584628,0.4459795163075066,0.2565157328003396,0.653688431073557,0.012606768176083001,0.8085399810970905,0.9119972337917611
0.6148706780062908,0.011936872807773563,0.9118077677035705,0.6537370055047682,0.25555768481892904,0.4465529150945793,0.12776698640189502,0.2563113634985162,0.058907054530487564,0.12826807561345643,0.026240377769092178,0.05900234476808097,0.011967379611929412,0.026355745486241762,0.011595969069238612,0.05849612113847803,0.026241297489407615,0.12794680403408606,0.05922910838849513,0.2563164426379541,0.12810886987488673,0.44665279966804017,0.25587983393410646,0.6538319395476766,0.01226348993485424,0.834412173328027,0.9118980391096361
0.6636206185552607,0.011896037705359228,0.9120111674391874,0.653794735286796,0.2564011924349605,0.4463125506694256,0.1283736674153089,0.25603703754998275,0.059074127297623666,0.12809500928342438,0.026399074785024134,0.058844064787573314,0.012021006514717405,0.026335194421757677,0.011614559338648016,0.05836396513957803,0.02622244532276927,0.12780669951268755,0.05919728033368473,0.25597919947839487,0.12818383107291487,0.44627278880581756,0.2562286943222982,0.6537430698111051,0.01250716171642178,0.8494663573214469,0.9119605775435495
0.6522197842408302,0.011730896481850694,0.911914032520218,0.6537679061257164,0.2560778810376252,0.44640715852213986,0.12813830894569148,0.25614149888467963,0.059008311738581426,0.12815891005479707,0.02627612411480305,0.05892666943256622,0.01183015057857081,0.026265467467978403,0.011545189854763044,0.058568615003848884,0.02617882656098865,0.1279650336132666,0.05912306454178975,0.25612051201342584,0.12811675437156964,0.44642425383120893,0.2560870818266281,0.6537843775016914,0.012100832812980562,0.856762556703619,0.9119315145365883
